image_path,label
data/mini_imagenet/cat/cat_021.jpg,cat
data/mini_imagenet/cat/cat_032.jpg,cat
data/mini_imagenet/panda/panda_078.jpg,panda
data/mini_imagenet/panda/panda_041.jpg,panda
data/mini_imagenet/panda/panda_021.jpg,panda
data/mini_imagenet/panda/panda_017.jpg,panda
data/mini_imagenet/cat/cat_002.jpg,cat
data/mini_imagenet/dog/dog_003.jpg,dog
data/mini_imagenet/cat/cat_034.jpg,cat
data/mini_imagenet/panda/panda_042.jpg,panda
data/mini_imagenet/panda/panda_069.jpg,panda
data/mini_imagenet/panda/panda_061.jpg,panda
data/mini_imagenet/panda/panda_036.jpg,panda
data/mini_imagenet/cat/cat_035.jpg,cat
data/mini_imagenet/panda/panda_065.jpg,panda
data/mini_imagenet/panda/panda_032.jpg,panda
data/mini_imagenet/cat/cat_049.jpg,cat
data/mini_imagenet/panda/panda_026.jpg,panda
data/mini_imagenet/panda/panda_063.jpg,panda
data/mini_imagenet/panda/panda_004.jpg,panda
data/mini_imagenet/dog/dog_018.jpg,dog
data/mini_imagenet/panda/panda_043.jpg,panda
data/mini_imagenet/cat/cat_008.jpg,cat
data/mini_imagenet/panda/panda_029.jpg,panda
data/mini_imagenet/panda/panda_076.jpg,panda
data/mini_imagenet/panda/panda_056.jpg,panda
data/mini_imagenet/cat/cat_033.jpg,cat
data/mini_imagenet/cat/cat_036.jpg,cat
data/mini_imagenet/cat/cat_029.jpg,cat
data/mini_imagenet/panda/panda_055.jpg,panda
data/mini_imagenet/panda/panda_030.jpg,panda
data/mini_imagenet/cat/cat_003.jpg,cat
data/mini_imagenet/panda/panda_019.jpg,panda
data/mini_imagenet/panda/panda_080.jpg,panda
data/mini_imagenet/cat/cat_022.jpg,cat
data/mini_imagenet/cat/cat_018.jpg,cat
data/mini_imagenet/panda/panda_024.jpg,panda
data/mini_imagenet/panda/panda_002.jpg,panda
data/mini_imagenet/cat/cat_031.jpg,cat
data/mini_imagenet/panda/panda_062.jpg,panda
data/mini_imagenet/panda/panda_072.jpg,panda
data/mini_imagenet/cat/cat_006.jpg,cat
data/mini_imagenet/panda/panda_053.jpg,panda
data/mini_imagenet/cat/cat_017.jpg,cat
data/mini_imagenet/cat/cat_046.jpg,cat
data/mini_imagenet/dog/dog_002.jpg,dog
data/mini_imagenet/dog/dog_011.jpg,dog
data/mini_imagenet/dog/dog_001.jpg,dog
data/mini_imagenet/cat/cat_001.jpg,cat
data/mini_imagenet/dog/dog_017.jpg,dog
data/mini_imagenet/cat/cat_012.jpg,cat
data/mini_imagenet/panda/panda_011.jpg,panda
data/mini_imagenet/dog/dog_020.jpg,dog
data/mini_imagenet/cat/cat_007.jpg,cat
data/mini_imagenet/cat/cat_028.jpg,cat
data/mini_imagenet/panda/panda_007.jpg,panda
data/mini_imagenet/panda/panda_050.jpg,panda
data/mini_imagenet/panda/panda_060.jpg,panda
data/mini_imagenet/panda/panda_027.jpg,panda
data/mini_imagenet/panda/panda_067.jpg,panda
data/mini_imagenet/panda/panda_040.jpg,panda
data/mini_imagenet/cat/cat_025.jpg,cat
data/mini_imagenet/dog/dog_014.jpg,dog
data/mini_imagenet/panda/panda_013.jpg,panda
data/mini_imagenet/panda/panda_025.jpg,panda
data/mini_imagenet/cat/cat_041.jpg,cat
data/mini_imagenet/dog/dog_012.jpg,dog
data/mini_imagenet/dog/dog_008.jpg,dog
data/mini_imagenet/panda/panda_064.jpg,panda
data/mini_imagenet/panda/panda_048.jpg,panda
data/mini_imagenet/cat/cat_030.jpg,cat
data/mini_imagenet/dog/dog_005.jpg,dog
data/mini_imagenet/cat/cat_037.jpg,cat
data/mini_imagenet/panda/panda_044.jpg,panda
data/mini_imagenet/dog/dog_016.jpg,dog
data/mini_imagenet/panda/panda_035.jpg,panda
data/mini_imagenet/panda/panda_071.jpg,panda
data/mini_imagenet/dog/dog_007.jpg,dog
data/mini_imagenet/cat/cat_013.jpg,cat
data/mini_imagenet/cat/cat_027.jpg,cat
data/mini_imagenet/cat/cat_043.jpg,cat
data/mini_imagenet/panda/panda_008.jpg,panda
data/mini_imagenet/panda/panda_014.jpg,panda
data/mini_imagenet/panda/panda_073.jpg,panda
data/mini_imagenet/cat/cat_042.jpg,cat
data/mini_imagenet/panda/panda_038.jpg,panda
data/mini_imagenet/panda/panda_037.jpg,panda
data/mini_imagenet/cat/cat_010.jpg,cat
data/mini_imagenet/panda/panda_016.jpg,panda
data/mini_imagenet/panda/panda_009.jpg,panda
data/mini_imagenet/cat/cat_039.jpg,cat
data/mini_imagenet/panda/panda_046.jpg,panda
data/mini_imagenet/panda/panda_070.jpg,panda
data/mini_imagenet/panda/panda_074.jpg,panda
data/mini_imagenet/dog/dog_009.jpg,dog
data/mini_imagenet/panda/panda_010.jpg,panda
data/mini_imagenet/panda/panda_023.jpg,panda
data/mini_imagenet/cat/cat_048.jpg,cat
data/mini_imagenet/cat/cat_011.jpg,cat
data/mini_imagenet/cat/cat_024.jpg,cat
data/mini_imagenet/panda/panda_005.jpg,panda
data/mini_imagenet/panda/panda_047.jpg,panda
